dt,dt_iso,city_name,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,rain_1h,clouds_all,weather_description
1672603200,2023-01-01 20:00:00 +0000 UTC,local,10.7,10.31,10.01,10.9,1018,,,95,2.35,0.85,100,light rain
1672606800,2023-01-01 21:00:00 +0000 UTC,local,10.72,10.33,9.79,11.21,1020,,,95,2.7,0.5,90,light rain
1672610400,2023-01-01 22:00:00 +0000 UTC,local,10.23,9.82,9.23,11.21,1021,,,96,1.84,0.31,72,light rain
1672614000,2023-01-01 23:00:00 +0000 UTC,local,10.2,9.78,9.23,10.82,1022,,,96,1.72,0.26,47,light rain
1672617600,2023-01-02 00:00:00 +0000 UTC,local,10.02,9.58,8.68,10.15,1022,,,96,1.5,0.15,37,light rain
1672621200,2023-01-02 01:00:00 +0000 UTC,local,9.51,9.51,8.12,9.59,1022,,,96,0.34,0.24,34,light rain
1672624800,2023-01-02 02:00:00 +0000 UTC,local,9.01,9.01,8.12,9.04,1023,,,96,0.85,0.19,46,light rain
1672628400,2023-01-02 03:00:00 +0000 UTC,local,8.92,8.92,7.72,9.04,1023,,,96,0.93,0.22,44,light rain
1672632000,2023-01-02 04:00:00 +0000 UTC,local,8.92,8.92,7.72,9.04,1024,,,96,1.15,0.37,44,light rain
1672635600,2023-01-02 05:00:00 +0000 UTC,local,7.91,7.91,7.57,7.93,1025,,,95,0.94,0.47,57,light rain
1672639200,2023-01-02 06:00:00 +0000 UTC,local,7.92,7.92,7.72,7.93,1025,,,96,1.21,0.14,55,light rain
1672642800,2023-01-02 07:00:00 +0000 UTC,local,8,6.96,7.01,8.82,1026,,,96,1.89,,100,overcast clouds
1672646400,2023-01-02 08:00:00 +0000 UTC,local,7.4,5.89,6.68,7.82,1026,,,95,2.31,,100,overcast clouds
1672650000,2023-01-02 09:00:00 +0000 UTC,local,8.5,7.08,7.01,8.82,1027,,,96,2.45,,100,overcast clouds
1672653600,2023-01-02 10:00:00 +0000 UTC,local,9.56,8.51,7.57,9.82,1027,,,96,2.21,,100,overcast clouds
1672657200,2023-01-02 11:00:00 +0000 UTC,local,10.71,10.26,9.54,11.82,1028,,,93,1.55,,96,overcast clouds
1672660800,2023-01-02 12:00:00 +0000 UTC,local,10.87,10.36,9.23,12.82,1028,,,90,1.25,,39,scattered clouds
1672664400,2023-01-02 13:00:00 +0000 UTC,local,12.94,12.3,10.66,13.82,1027,,,77,1.12,,21,few clouds
1672668000,2023-01-02 14:00:00 +0000 UTC,local,13,12.26,12.57,13.82,1027,,,73,1.1,,27,scattered clouds
1672671600,2023-01-02 15:00:00 +0000 UTC,local,12.57,11.76,11.77,14.82,1028,,,72,1.15,,26,scattered clouds
1672675200,2023-01-02 16:00:00 +0000 UTC,local,12,11.16,11.45,13.82,1028,,,73,1.1,,26,scattered clouds
1672678800,2023-01-02 17:00:00 +0000 UTC,local,11.33,10.53,10.34,12.79,1028,,,77,1.33,,27,scattered clouds
1672682400,2023-01-02 18:00:00 +0000 UTC,local,10.12,9.33,9.23,10.57,1029,,,82,0.83,,20,few clouds
1672686000,2023-01-02 19:00:00 +0000 UTC,local,9.52,9.52,6.93,11.21,1029,,,85,0.5,,20,few clouds
1672689600,2023-01-02 20:00:00 +0000 UTC,local,8.93,8.93,6.38,10.66,1029,,,87,0.61,,20,few clouds
1672693200,2023-01-02 21:00:00 +0000 UTC,local,9.29,9.29,5.82,10.1,1030,,,87,0.98,,10,sky is clear
1672696800,2023-01-02 22:00:00 +0000 UTC,local,8.86,8.53,4.71,9.54,1030,,,89,1.34,,5,sky is clear
1672700400,2023-01-02 23:00:00 +0000 UTC,local,8.36,7.76,4.71,8.99,1030,,,89,1.52,,9,sky is clear
1672704000,2023-01-03 00:00:00 +0000 UTC,local,8.82,8.39,4.71,9.04,1031,,,87,1.42,,43,scattered clouds
1672707600,2023-01-03 01:00:00 +0000 UTC,local,7.87,6.55,4.23,7.93,1031,,,89,2.19,,63,broken clouds
1672711200,2023-01-03 02:00:00 +0000 UTC,local,7.77,5.87,4.23,7.93,1031,,,90,2.95,,99,overcast clouds
1672714800,2023-01-03 03:00:00 +0000 UTC,local,7.36,5.4,5.26,7.37,1031,,,91,2.91,,100,overcast clouds
1672718400,2023-01-03 04:00:00 +0000 UTC,local,6.82,4.76,6.72,6.82,1031,,,92,2.9,,98,overcast clouds
1672722000,2023-01-03 05:00:00 +0000 UTC,local,7.33,5.4,4.71,7.37,1031,,,92,2.86,,85,overcast clouds
1672725600,2023-01-03 06:00:00 +0000 UTC,local,7.88,6.1,4.71,7.93,1031,,,89,2.8,,100,overcast clouds
1672729200,2023-01-03 07:00:00 +0000 UTC,local,7.88,6.1,4.15,7.93,1032,,,88,2.8,,100,overcast clouds
1672732800,2023-01-03 08:00:00 +0000 UTC,local,7.86,6.05,4.15,7.93,1032,,,86,2.83,,100,overcast clouds
1672736400,2023-01-03 09:00:00 +0000 UTC,local,8.42,6.78,4.15,8.48,1033,,,86,2.74,,100,overcast clouds
1672740000,2023-01-03 10:00:00 +0000 UTC,local,10.51,9.68,6.12,10.7,1034,,,79,2.61,,38,scattered clouds
1672743600,2023-01-03 11:00:00 +0000 UTC,local,11.24,10.4,8.43,11.26,1034,,,76,2.01,,10,sky is clear
1672747200,2023-01-03 12:00:00 +0000 UTC,local,12.78,11.89,9.45,12.93,1034,,,68,1.58,,34,scattered clouds
1672750800,2023-01-03 13:00:00 +0000 UTC,local,12.83,12,10.1,12.93,1033,,,70,1.28,,66,broken clouds
1672754400,2023-01-03 14:00:00 +0000 UTC,local,13,12.05,12.23,13.82,1033,,,65,1.19,,99,overcast clouds
1672758000,2023-01-03 15:00:00 +0000 UTC,local,13,12.13,10.26,14.82,1032,,,68,1.23,,100,overcast clouds
1672761600,2023-01-03 16:00:00 +0000 UTC,local,12.46,11.62,11.38,13.82,1032,,,71,0.9,,97,overcast clouds
1672765200,2023-01-03 17:00:00 +0000 UTC,local,11.9,11.03,11.68,12.82,1033,,,72,0.97,,94,overcast clouds
1672768800,2023-01-03 18:00:00 +0000 UTC,local,11.19,10.45,10.01,11.26,1033,,,80,0.51,,81,broken clouds
1672772400,2023-01-03 19:00:00 +0000 UTC,local,10.11,9.32,9.23,10.15,1034,,,82,0.57,,47,scattered clouds
1672776000,2023-01-03 20:00:00 +0000 UTC,local,9.43,9.43,7.72,9.59,1034,,,84,1.3,,35,scattered clouds
1672779600,2023-01-03 21:00:00 +0000 UTC,local,9.9,9.23,7.57,10.15,1034,,,84,1.82,,19,few clouds
1672783200,2023-01-03 22:00:00 +0000 UTC,local,9.39,8.9,7.01,9.59,1034,,,84,1.55,,18,few clouds
1672786800,2023-01-03 23:00:00 +0000 UTC,local,9.37,8.86,6.45,9.59,1035,,,79,1.57,,10,sky is clear
1672790400,2023-01-04 00:00:00 +0000 UTC,local,8.64,7.98,5.9,9.04,1035,,,83,1.61,,18,few clouds
1672794000,2023-01-04 01:00:00 +0000 UTC,local,8.79,8.01,4.15,9.04,1035,,,82,1.75,,17,few clouds
1672797600,2023-01-04 02:00:00 +0000 UTC,local,8.88,7.89,3.6,9.04,1034,,,77,2,,39,scattered clouds
1672801200,2023-01-04 03:00:00 +0000 UTC,local,8.35,7.14,4.15,8.48,1034,,,81,2.15,,66,broken clouds
1672804800,2023-01-04 04:00:00 +0000 UTC,local,8.87,7.71,4.71,9.04,1035,,,77,2.2,,23,few clouds
1672808400,2023-01-04 05:00:00 +0000 UTC,local,8.87,7.68,4.71,9.04,1034,,,75,2.24,,25,scattered clouds
1672812000,2023-01-04 06:00:00 +0000 UTC,local,8.87,7.59,4.15,9.04,1034,,,75,2.36,,44,scattered clouds
1672815600,2023-01-04 07:00:00 +0000 UTC,local,6.4,4.65,4.15,6.82,1035,,,97,2.39,,56,broken clouds
1672819200,2023-01-04 08:00:00 +0000 UTC,local,6.3,4.46,4.15,6.82,1035,,,97,2.48,,70,broken clouds
1672822800,2023-01-04 09:00:00 +0000 UTC,local,9.95,8.61,4.15,10.15,1035,,,69,2.74,,53,broken clouds
1672826400,2023-01-04 10:00:00 +0000 UTC,local,11.66,10.58,7.79,11.82,1036,,,65,2.78,,18,few clouds
1672830000,2023-01-04 11:00:00 +0000 UTC,local,13.34,12.3,8.9,13.48,1036,,,60,2.24,,5,sky is clear
1672833600,2023-01-04 12:00:00 +0000 UTC,local,13.97,13.15,11.68,14.04,1036,,,66,1.73,,4,sky is clear
1672837200,2023-01-04 13:00:00 +0000 UTC,local,14.08,13.35,12.79,14.82,1035,,,69,1.34,,4,sky is clear
1672840800,2023-01-04 14:00:00 +0000 UTC,local,14.65,13.84,12.49,15.82,1034,,,64,1.02,,3,sky is clear
1672844400,2023-01-04 15:00:00 +0000 UTC,local,14.6,13.87,14.45,15.34,1034,,,67,0.65,,3,sky is clear
1672848000,2023-01-04 16:00:00 +0000 UTC,local,14.5,13.81,13.6,14.79,1033,,,69,0.31,,6,sky is clear
1672851600,2023-01-04 17:00:00 +0000 UTC,local,13.81,13.07,10.82,14.23,1033,,,70,0.39,,6,sky is clear
1672855200,2023-01-04 18:00:00 +0000 UTC,local,12.77,12.01,11.21,12.93,1034,,,73,0.96,,1,sky is clear
1672858800,2023-01-04 19:00:00 +0000 UTC,local,12.09,11.31,9.72,12.37,1034,,,75,1.57,,2,sky is clear
1672862400,2023-01-04 20:00:00 +0000 UTC,local,11.56,10.83,9.45,11.82,1034,,,79,1.88,,0,sky is clear
1672866000,2023-01-04 21:00:00 +0000 UTC,local,11.06,10.44,8.99,11.26,1033,,,85,1.98,,1,sky is clear
1672869600,2023-01-04 22:00:00 +0000 UTC,local,10.46,9.81,8.12,10.7,1033,,,86,1.99,,0,sky is clear
1672873200,2023-01-04 23:00:00 +0000 UTC,local,9.89,9.14,7.57,10.15,1033,,,84,1.91,,0,sky is clear
1672876800,2023-01-05 00:00:00 +0000 UTC,local,10.26,9.43,6.72,10.7,1032,,,80,2.06,,0,sky is clear
1672880400,2023-01-05 01:00:00 +0000 UTC,local,6.21,4.55,5.72,7.79,1032,,,92,2.25,,0,sky is clear
1672884000,2023-01-05 02:00:00 +0000 UTC,local,7.69,6.21,7.32,8.34,1032,,,91,2.34,,0,sky is clear
1672887600,2023-01-05 03:00:00 +0000 UTC,local,7.69,6.17,7.32,7.82,1031,,,93,2.39,,0,sky is clear
1672891200,2023-01-05 04:00:00 +0000 UTC,local,6.77,5.16,6.72,7.23,1031,,,94,2.3,,0,sky is clear
1672894800,2023-01-05 05:00:00 +0000 UTC,local,5.15,3.32,4.72,6.77,1030,,,95,2.23,,0,sky is clear
1672898400,2023-01-05 06:00:00 +0000 UTC,local,5.85,4.08,5.72,7.23,1030,,,94,2.3,,0,sky is clear
1672902000,2023-01-05 07:00:00 +0000 UTC,local,6.67,5.05,6.21,6.82,1030,,,95,2.29,,1,sky is clear
1672905600,2023-01-05 08:00:00 +0000 UTC,local,5.75,4.01,5.66,6.12,1030,,,94,2.24,,2,sky is clear
1672909200,2023-01-05 09:00:00 +0000 UTC,local,7.48,5.65,6.21,7.82,1031,,,92,2.75,,2,sky is clear
1672912800,2023-01-05 10:00:00 +0000 UTC,local,12.19,10.98,8.34,12.37,1031,,,58,2.46,,0,sky is clear
1672916400,2023-01-05 11:00:00 +0000 UTC,local,13.34,12.24,9.45,13.48,1031,,,58,2.02,,0,sky is clear
1672920000,2023-01-05 12:00:00 +0000 UTC,local,13.96,13,10.82,14.04,1030,,,61,1.76,,0,sky is clear
1672923600,2023-01-05 13:00:00 +0000 UTC,local,14.46,13.58,11.93,14.59,1029,,,62,1.61,,0,sky is clear
1672927200,2023-01-05 14:00:00 +0000 UTC,local,14.69,13.96,14.45,15.82,1028,,,67,1.47,,0,sky is clear
1672930800,2023-01-05 15:00:00 +0000 UTC,local,14.18,13.14,13.04,15.82,1028,,,57,1.35,,2,sky is clear
1672934400,2023-01-05 16:00:00 +0000 UTC,local,14.11,13.14,11.77,15.82,1028,,,60,0.83,,0,sky is clear
1672938000,2023-01-05 17:00:00 +0000 UTC,local,12.46,11.46,11.21,13.82,1028,,,65,1.02,,0,sky is clear
1672941600,2023-01-05 18:00:00 +0000 UTC,local,11.6,10.62,9.72,11.82,1028,,,69,0.53,,0,sky is clear
1672945200,2023-01-05 19:00:00 +0000 UTC,local,10.49,9.5,8.72,10.7,1028,,,73,1.03,,2,sky is clear
1672948800,2023-01-05 20:00:00 +0000 UTC,local,9.58,9.11,7.79,9.82,1028,,,78,1.56,,0,sky is clear
1672952400,2023-01-05 21:00:00 +0000 UTC,local,9,8.16,7.57,9.04,1028,,,81,1.85,,0,sky is clear
1672956000,2023-01-05 22:00:00 +0000 UTC,local,8.48,7.5,6.12,8.82,1028,,,83,1.91,,0,sky is clear
1672959600,2023-01-05 23:00:00 +0000 UTC,local,7.1,5.92,3.6,7.82,1028,,,92,1.89,,1,sky is clear
1672963200,2023-01-06 00:00:00 +0000 UTC,local,7.87,6.85,5.34,7.93,1028,,,85,1.85,,2,sky is clear
1672966800,2023-01-06 01:00:00 +0000 UTC,local,6.69,5.52,4.79,6.82,1027,,,92,1.82,,5,sky is clear
1672970400,2023-01-06 02:00:00 +0000 UTC,local,6.59,5.45,4.23,6.82,1027,,,93,1.77,,11,few clouds
1672974000,2023-01-06 03:00:00 +0000 UTC,local,6.77,5.47,5.66,6.82,1027,,,95,1.96,,18,few clouds
1672977600,2023-01-06 04:00:00 +0000 UTC,local,6.29,4.87,2.49,6.82,1027,,,94,2,,39,scattered clouds
1672981200,2023-01-06 05:00:00 +0000 UTC,local,5.57,3.86,3.04,5.82,1026,,,94,2.18,,60,broken clouds
1672984800,2023-01-06 06:00:00 +0000 UTC,local,5.7,3.99,3.9,5.82,1026,,,90,2.2,,42,scattered clouds
1672988400,2023-01-06 07:00:00 +0000 UTC,local,5.7,3.92,5.1,5.82,1026,,,92,2.28,,54,broken clouds
1672992000,2023-01-06 08:00:00 +0000 UTC,local,5.69,3.84,3.6,5.82,1027,,,89,2.36,,66,broken clouds
1672995600,2023-01-06 09:00:00 +0000 UTC,local,4.64,2.16,3.6,5.82,1027,,,94,2.88,,74,broken clouds
1672999200,2023-01-06 10:00:00 +0000 UTC,local,5.7,3.3,5.7,6.82,1027,,,92,3.06,,75,broken clouds
1673002800,2023-01-06 11:00:00 +0000 UTC,local,8.48,6.87,8.48,8.82,1027,,,91,2.71,,86,overcast clouds
1673006400,2023-01-06 12:00:00 +0000 UTC,local,10.21,9.4,10.15,10.82,1027,,,81,2.68,,89,overcast clouds
1673010000,2023-01-06 13:00:00 +0000 UTC,local,10.79,10.07,10.57,12.01,1026,,,82,2.81,,90,overcast clouds
1673013600,2023-01-06 14:00:00 +0000 UTC,local,11.4,10.71,11.26,13.12,1025,,,81,3.6,,96,overcast clouds
1673017200,2023-01-06 15:00:00 +0000 UTC,local,10.98,10.27,10.7,13.82,1024,,,82,3.81,,97,overcast clouds
1673020800,2023-01-06 16:00:00 +0000 UTC,local,11.44,10.75,10.1,13.82,1024,,,81,3.56,,97,overcast clouds
1673024400,2023-01-06 17:00:00 +0000 UTC,local,10.88,10.22,10.66,12.82,1024,,,84,3.25,,83,broken clouds
1673028000,2023-01-06 18:00:00 +0000 UTC,local,10.87,10.18,10.1,12.82,1024,,,83,3.19,,73,broken clouds
1673031600,2023-01-06 19:00:00 +0000 UTC,local,10.79,10.04,10.01,11.82,1024,,,81,3.37,,49,scattered clouds
1673035200,2023-01-06 20:00:00 +0000 UTC,local,10.76,9.98,9.54,11.82,1023,,,80,3.38,,57,broken clouds
1673038800,2023-01-06 21:00:00 +0000 UTC,local,10.28,9.5,9.54,11.82,1023,,,82,3.32,,88,overcast clouds
1673042400,2023-01-06 22:00:00 +0000 UTC,local,10.85,10.13,9.54,12.82,1023,,,82,4.57,0.12,88,light rain
1673046000,2023-01-06 23:00:00 +0000 UTC,local,10.94,10.26,9.54,13.82,1022,,,83,5.07,0.27,95,light rain
1673049600,2023-01-07 00:00:00 +0000 UTC,local,11.45,10.79,10.1,13.82,1022,,,82,5.48,0.28,100,light rain
1673053200,2023-01-07 01:00:00 +0000 UTC,local,11.47,10.87,10.66,13.82,1021,,,84,5.75,0.2,100,light rain
1673056800,2023-01-07 02:00:00 +0000 UTC,local,10.99,10.39,10.7,13.82,1021,,,86,5.99,0.58,100,light rain
1673060400,2023-01-07 03:00:00 +0000 UTC,local,11.49,10.99,11.21,13.82,1020,,,88,6.28,1.09,100,moderate rain
1673064000,2023-01-07 04:00:00 +0000 UTC,local,12.86,12.55,11.21,12.93,1019,,,90,6.46,1.72,100,moderate rain
1673067600,2023-01-07 05:00:00 +0000 UTC,local,12.9,12.65,11.93,12.93,1018,,,92,6.77,2.23,100,moderate rain
1673071200,2023-01-07 06:00:00 +0000 UTC,local,12.92,12.7,12.23,13.6,1018,,,93,7.02,2.84,100,moderate rain
1673074800,2023-01-07 07:00:00 +0000 UTC,local,12.91,12.68,12.23,13.12,1017,,,93,7.19,4.48,100,heavy intensity rain
1673078400,2023-01-07 08:00:00 +0000 UTC,local,12.91,12.68,12.23,13.12,1017,,,93,7.15,3.86,100,moderate rain
1673082000,2023-01-07 09:00:00 +0000 UTC,local,13.5,13.33,12.79,13.82,1017,,,93,6.85,3.02,100,moderate rain
1673085600,2023-01-07 10:00:00 +0000 UTC,local,13.48,13.34,12.32,14.15,1017,,,94,6.75,3.35,100,moderate rain
1673089200,2023-01-07 11:00:00 +0000 UTC,local,14.09,14.01,13.34,14.82,1017,,,94,6.69,3.36,100,moderate rain
1673092800,2023-01-07 12:00:00 +0000 UTC,local,14.1,14.02,13.34,14.82,1017,,,94,7.11,3.11,100,moderate rain
1673096400,2023-01-07 13:00:00 +0000 UTC,local,14.02,13.96,13.68,14.15,1017,,,95,6.14,1.26,100,moderate rain
1673100000,2023-01-07 14:00:00 +0000 UTC,local,14.17,14.12,13.43,15.82,1017,,,95,5.03,0.67,100,light rain
1673103600,2023-01-07 15:00:00 +0000 UTC,local,13.12,12.97,12.93,14.82,1017,,,95,4,0.31,100,light rain
1673107200,2023-01-07 16:00:00 +0000 UTC,local,13.01,12.85,12.23,13.82,1017,,,95,2.2,0.29,98,light rain
1673110800,2023-01-07 17:00:00 +0000 UTC,local,12.96,12.79,10.9,13.82,1016,,,95,2.62,0.37,100,light rain
1673114400,2023-01-07 18:00:00 +0000 UTC,local,12.24,12,10.34,13.82,1017,,,95,3.03,0.19,97,light rain
1673118000,2023-01-07 19:00:00 +0000 UTC,local,11.86,11.58,11.38,12.82,1018,,,95,3.27,0.32,100,light rain
1673121600,2023-01-07 20:00:00 +0000 UTC,local,11.98,11.71,10.34,13.82,1018,,,95,3.35,0.3,100,light rain
1673125200,2023-01-07 21:00:00 +0000 UTC,local,11.97,11.7,10.9,13.82,1018,,,95,3.63,0.64,100,light rain
1673128800,2023-01-07 22:00:00 +0000 UTC,local,11.97,11.68,11.12,13.82,1018,,,94,4.46,0.98,100,light rain
1673132400,2023-01-07 23:00:00 +0000 UTC,local,11.97,11.7,11.12,13.82,1017,,,95,5.13,1.51,100,moderate rain
1673136000,2023-01-08 00:00:00 +0000 UTC,local,11.97,11.7,10.9,13.82,1017,,,95,5.02,1.71,100,moderate rain
1673139600,2023-01-08 01:00:00 +0000 UTC,local,11.4,11.08,11.12,12.82,1017,,,95,5.43,1.33,100,moderate rain
1673143200,2023-01-08 02:00:00 +0000 UTC,local,11.39,11.07,11.21,12.82,1016,,,95,5.18,1.25,100,moderate rain
1673146800,2023-01-08 03:00:00 +0000 UTC,local,11.9,11.63,10.9,12.82,1015,,,95,4.35,1.3,100,moderate rain
1673150400,2023-01-08 04:00:00 +0000 UTC,local,12.47,12.25,11.45,13.82,1014,,,95,4.17,1.22,100,moderate rain
1673154000,2023-01-08 05:00:00 +0000 UTC,local,12.98,12.81,11.45,13.82,1012,,,95,5.33,1.64,100,moderate rain
1673157600,2023-01-08 06:00:00 +0000 UTC,local,14.55,14.54,12.57,14.82,1011,,,95,7.88,3.19,100,moderate rain
1673161200,2023-01-08 07:00:00 +0000 UTC,local,15.19,15.25,14.45,15.82,1011,,,95,9.87,3.28,90,moderate rain
1673164800,2023-01-08 08:00:00 +0000 UTC,local,14.68,14.68,13.99,15.82,1012,,,95,8.37,2.45,91,moderate rain
1673168400,2023-01-08 09:00:00 +0000 UTC,local,14.68,14.68,13.99,15.82,1014,,,95,6.63,0.58,96,light rain
1673172000,2023-01-08 10:00:00 +0000 UTC,local,14.1,14.05,13.68,14.82,1015,,,95,5.55,0.63,94,light rain
1673175600,2023-01-08 11:00:00 +0000 UTC,local,14.08,14.02,13.34,14.82,1016,,,95,5.09,0.49,95,light rain
1673179200,2023-01-08 12:00:00 +0000 UTC,local,13.51,13.4,13.12,13.82,1015,,,95,4.87,0.43,100,light rain
1673182800,2023-01-08 13:00:00 +0000 UTC,local,13.48,13.36,12.79,13.82,1015,,,95,4.7,0.47,100,light rain
1673186400,2023-01-08 14:00:00 +0000 UTC,local,13.49,13.38,12.79,13.82,1015,,,95,4.73,0.57,100,light rain
1673190000,2023-01-08 15:00:00 +0000 UTC,local,13.51,13.4,13.34,13.82,1015,,,95,4.33,0.9,100,light rain
1673193600,2023-01-08 16:00:00 +0000 UTC,local,13.59,13.49,13.12,14.82,1016,,,95,3.98,0.44,97,light rain
1673197200,2023-01-08 17:00:00 +0000 UTC,local,13.01,12.85,12.57,13.82,1016,,,95,3.86,0.27,93,light rain
1673200800,2023-01-08 18:00:00 +0000 UTC,local,13.01,12.87,12.01,13.82,1017,,,96,3.72,0.2,94,light rain
1673204400,2023-01-08 19:00:00 +0000 UTC,local,12.53,12.32,12.01,13.82,1018,,,95,2.88,,92,overcast clouds
1673208000,2023-01-08 20:00:00 +0000 UTC,local,12.42,12.2,12.01,12.88,1019,,,95,2.7,,85,overcast clouds
1673211600,2023-01-08 21:00:00 +0000 UTC,local,12.41,12.21,11.45,13.04,1020,,,96,2.34,,81,broken clouds
1673215200,2023-01-08 22:00:00 +0000 UTC,local,12.31,12.1,11.45,12.49,1020,,,96,1.76,,100,overcast clouds
1673218800,2023-01-08 23:00:00 +0000 UTC,local,12.38,12.18,10.9,12.82,1021,,,96,2.48,,99,overcast clouds
1673222400,2023-01-09 00:00:00 +0000 UTC,local,11.82,11.56,11.12,12.49,1021,,,96,2.52,,92,overcast clouds
1673226000,2023-01-09 01:00:00 +0000 UTC,local,11.29,10.98,11.12,11.93,1022,,,96,2.44,,89,overcast clouds
1673229600,2023-01-09 02:00:00 +0000 UTC,local,11.4,11.1,9.79,12.82,1022,,,96,2.54,,69,broken clouds
1673233200,2023-01-09 03:00:00 +0000 UTC,local,10.77,10.41,10.57,11.82,1023,,,96,2.48,,44,scattered clouds
1673236800,2023-01-09 04:00:00 +0000 UTC,local,10.77,10.41,10.57,11.82,1023,,,96,2.19,,68,broken clouds
1673240400,2023-01-09 05:00:00 +0000 UTC,local,10.2,9.78,10.15,11.77,1023,,,96,1.88,,88,overcast clouds
1673244000,2023-01-09 06:00:00 +0000 UTC,local,9.67,8.69,9.59,11.21,1024,,,96,2.15,,72,broken clouds
1673247600,2023-01-09 07:00:00 +0000 UTC,local,9.18,8.29,8.12,11.21,1025,,,96,1.94,,68,broken clouds
1673251200,2023-01-09 08:00:00 +0000 UTC,local,9.09,9.09,8.6,10.66,1026,,,96,1.07,,62,broken clouds
1673254800,2023-01-09 09:00:00 +0000 UTC,local,9.61,9.61,9.59,10.66,1027,,,96,0.31,,54,broken clouds
1673258400,2023-01-09 10:00:00 +0000 UTC,local,10.76,10.37,8.68,11.82,1027,,,95,0.16,,40,scattered clouds
1673262000,2023-01-09 11:00:00 +0000 UTC,local,11.94,11.64,10.26,13.82,1029,,,94,0.44,,43,scattered clouds
1673265600,2023-01-09 12:00:00 +0000 UTC,local,12.54,11.94,11.38,14.82,1028,,,80,0.6,,56,broken clouds
1673269200,2023-01-09 13:00:00 +0000 UTC,local,12.58,11.96,11.77,14.82,1028,,,79,1.22,,73,broken clouds
1673272800,2023-01-09 14:00:00 +0000 UTC,local,13.01,12.3,12.32,14.15,1028,,,74,1.6,,83,broken clouds
1673276400,2023-01-09 15:00:00 +0000 UTC,local,13.61,12.91,12.88,15.26,1028,,,72,1.69,,89,overcast clouds
1673280000,2023-01-09 16:00:00 +0000 UTC,local,13.12,12.39,12.57,14.82,1028,,,73,1.5,,85,overcast clouds
1673283600,2023-01-09 17:00:00 +0000 UTC,local,12.5,11.87,11.93,13.82,1028,,,79,1.29,,47,scattered clouds
1673287200,2023-01-09 18:00:00 +0000 UTC,local,11.23,10.55,10.26,12.32,1029,,,82,1.05,,39,scattered clouds
1673290800,2023-01-09 19:00:00 +0000 UTC,local,10.62,9.93,8.6,11.77,1029,,,84,1.24,,45,scattered clouds
1673294400,2023-01-09 20:00:00 +0000 UTC,local,10.72,10.09,9.23,11.21,1030,,,86,1.61,,53,broken clouds
