dt,dt_iso,city_name,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,rain_1h,clouds_all,weather_description
1641096000,2022-01-02 04:00:00 +0000 UTC,local,14.5,14.43,12.79,14.59,1027,,,93,2.05,0.25,100,light rain
1641099600,2022-01-02 05:00:00 +0000 UTC,local,14,13.88,13.12,14.04,1027,,,93,1.91,0.17,100,light rain
1641103200,2022-01-02 06:00:00 +0000 UTC,local,13.48,13.31,12.57,13.72,1028,,,93,1.89,0.1,100,light rain
1641106800,2022-01-02 07:00:00 +0000 UTC,local,12.97,12.72,12.01,13.72,1028,,,92,1.78,,100,overcast clouds
1641110400,2022-01-02 08:00:00 +0000 UTC,local,13.45,13.23,12.72,13.48,1028,,,91,1.67,,100,overcast clouds
1641114000,2022-01-02 09:00:00 +0000 UTC,local,12.93,12.71,12.57,12.93,1029,,,93,1.75,,100,overcast clouds
1641117600,2022-01-02 10:00:00 +0000 UTC,local,13.48,13.31,12.79,13.72,1030,,,93,1.98,0.12,98,light rain
1641121200,2022-01-02 11:00:00 +0000 UTC,local,14.05,13.91,12.89,14.72,1030,,,92,2.49,,97,overcast clouds
1641124800,2022-01-02 12:00:00 +0000 UTC,local,14.56,14.34,13.9,14.79,1030,,,87,2.72,,97,overcast clouds
1641128400,2022-01-02 13:00:00 +0000 UTC,local,15.66,15.45,14.54,15.9,1029,,,83,2.65,,100,overcast clouds
1641132000,2022-01-02 14:00:00 +0000 UTC,local,16.21,16,15.57,16.26,1029,,,81,2.52,,99,overcast clouds
1641135600,2022-01-02 15:00:00 +0000 UTC,local,16.25,16.05,15.34,16.77,1029,,,81,2.26,,97,overcast clouds
1641139200,2022-01-02 16:00:00 +0000 UTC,local,16.2,15.99,14.72,16.77,1029,,,81,1.62,,100,overcast clouds
1641142800,2022-01-02 17:00:00 +0000 UTC,local,15.59,15.35,13.72,15.7,1029,,,82,1.05,,100,overcast clouds
1641146400,2022-01-02 18:00:00 +0000 UTC,local,14.42,14.19,11.72,14.59,1029,,,87,1.73,,90,overcast clouds
1641150000,2022-01-02 19:00:00 +0000 UTC,local,13.9,13.7,11.72,14.04,1029,,,90,1.46,,83,broken clouds
1641153600,2022-01-02 20:00:00 +0000 UTC,local,12.87,12.56,11.45,12.93,1029,,,90,0.85,,93,overcast clouds
1641157200,2022-01-02 21:00:00 +0000 UTC,local,12.8,12.51,10.72,12.93,1029,,,91,1.37,,91,overcast clouds
1641160800,2022-01-02 22:00:00 +0000 UTC,local,12.26,11.94,9.79,12.37,1029,,,92,1.41,,99,overcast clouds
1641164400,2022-01-02 23:00:00 +0000 UTC,local,12.24,11.95,9.23,12.37,1028,,,93,1.89,,100,overcast clouds
1641168000,2022-01-03 00:00:00 +0000 UTC,local,12.73,12.46,8.68,12.93,1028,,,92,1.85,,100,overcast clouds
1641171600,2022-01-03 01:00:00 +0000 UTC,local,12.18,11.86,8.68,12.37,1028,,,92,2.04,,100,overcast clouds
1641175200,2022-01-03 02:00:00 +0000 UTC,local,12.84,12.5,10.01,12.93,1028,,,89,1.95,,100,overcast clouds
1641178800,2022-01-03 03:00:00 +0000 UTC,local,12.84,12.48,10.01,12.93,1027,,,88,1.96,,100,overcast clouds
1641182400,2022-01-03 04:00:00 +0000 UTC,local,13.36,13.08,9.45,13.48,1027,,,89,1.92,,100,overcast clouds
1641186000,2022-01-03 05:00:00 +0000 UTC,local,12.83,12.49,8.9,12.93,1027,,,89,2.21,,100,overcast clouds
1641189600,2022-01-03 06:00:00 +0000 UTC,local,13.38,13.05,9.54,13.48,1026,,,87,2.46,,100,overcast clouds
1641193200,2022-01-03 07:00:00 +0000 UTC,local,12.93,12.52,9.72,12.93,1026,,,86,2.54,,100,overcast clouds
1641196800,2022-01-03 08:00:00 +0000 UTC,local,13.48,13.02,9.72,13.48,1025,,,82,2.46,,100,overcast clouds
1641200400,2022-01-03 09:00:00 +0000 UTC,local,12.93,12.5,10.72,12.93,1026,,,85,2.64,,98,overcast clouds
1641204000,2022-01-03 10:00:00 +0000 UTC,local,13.48,13.08,10.72,13.48,1025,,,84,2.59,,99,overcast clouds
1641207600,2022-01-03 11:00:00 +0000 UTC,local,13.93,13.6,11.72,14.23,1025,,,85,2.53,,99,overcast clouds
1641211200,2022-01-03 12:00:00 +0000 UTC,local,15.56,15.16,12.72,17.01,1025,,,76,3.76,,100,overcast clouds
1641214800,2022-01-03 13:00:00 +0000 UTC,local,16.03,15.65,12.72,17.01,1024,,,75,4.65,,100,overcast clouds
1641218400,2022-01-03 14:00:00 +0000 UTC,local,14.55,14.28,13.72,16.45,1023,,,85,5.05,,99,overcast clouds
1641222000,2022-01-03 15:00:00 +0000 UTC,local,14.53,14.28,13.72,16.45,1023,,,86,5.2,,100,overcast clouds
1641225600,2022-01-03 16:00:00 +0000 UTC,local,14.5,14.3,12.89,15.34,1022,,,88,4.93,,100,overcast clouds
1641229200,2022-01-03 17:00:00 +0000 UTC,local,13.97,13.77,12.79,14.23,1022,,,90,4.48,,100,overcast clouds
1641232800,2022-01-03 18:00:00 +0000 UTC,local,13.46,13.26,12.79,13.72,1021,,,92,4.24,,77,broken clouds
1641236400,2022-01-03 19:00:00 +0000 UTC,local,13.45,13.28,12.32,14.23,1021,,,93,4.35,,83,broken clouds
1641240000,2022-01-03 20:00:00 +0000 UTC,local,13.45,13.28,12.32,14.23,1020,,,93,4.31,,57,broken clouds
1641243600,2022-01-03 21:00:00 +0000 UTC,local,12.95,12.68,12.32,14.23,1020,,,91,4.44,,68,broken clouds
1641247200,2022-01-03 22:00:00 +0000 UTC,local,13.45,13.15,12.32,13.72,1019,,,88,4.8,,66,broken clouds
1641250800,2022-01-03 23:00:00 +0000 UTC,local,12.96,12.69,12.32,13.72,1017,,,91,4.91,,94,overcast clouds
1641254400,2022-01-04 00:00:00 +0000 UTC,local,13.5,13.15,13.48,14,1017,,,86,4.94,,53,broken clouds
1641258000,2022-01-04 01:00:00 +0000 UTC,local,14.54,13.85,12.88,14.72,1015,,,69,4.77,,15,few clouds
1641261600,2022-01-04 02:00:00 +0000 UTC,local,13.53,12.98,12.88,14.45,1014,,,78,4.83,,4,sky is clear
1641265200,2022-01-04 03:00:00 +0000 UTC,local,13.74,13.18,13.43,14.55,1014,,,77,5.08,,5,sky is clear
1641268800,2022-01-04 04:00:00 +0000 UTC,local,14.28,13.72,13.12,14.72,1013,,,75,6.09,,52,broken clouds
1641272400,2022-01-04 05:00:00 +0000 UTC,local,14.28,13.72,13.43,14.72,1011,,,75,6.54,0.65,94,light rain
1641276000,2022-01-04 06:00:00 +0000 UTC,local,14.5,14.07,13.34,14.59,1011,,,79,6.33,1.58,98,moderate rain
1641279600,2022-01-04 07:00:00 +0000 UTC,local,13.83,13.59,10.72,14.04,1010,,,89,4.54,2.64,100,moderate rain
1641283200,2022-01-04 08:00:00 +0000 UTC,local,10.71,10.21,10.11,11.21,1011,,,91,3.81,3.33,100,moderate rain
1641286800,2022-01-04 09:00:00 +0000 UTC,local,9.59,6.58,9.45,9.79,1013,,,93,6.45,2.46,100,moderate rain
1641290400,2022-01-04 10:00:00 +0000 UTC,local,9.59,7.16,9.23,9.59,1015,,,93,4.78,1.24,97,moderate rain
1641294000,2022-01-04 11:00:00 +0000 UTC,local,9.06,6.95,9.04,9.55,1016,,,91,3.78,0.19,73,light rain
1641297600,2022-01-04 12:00:00 +0000 UTC,local,10.23,9.58,8.68,11.72,1017,,,87,3.98,,55,broken clouds
1641301200,2022-01-04 13:00:00 +0000 UTC,local,10.87,10.21,10.34,12.88,1017,,,84,4.77,0.62,80,light rain
1641304800,2022-01-04 14:00:00 +0000 UTC,local,10.84,10.07,10.7,12.89,1018,,,80,4.25,0.58,52,light rain
1641308400,2022-01-04 15:00:00 +0000 UTC,local,11.77,11.01,10.11,11.82,1018,,,77,4.44,,35,scattered clouds
1641312000,2022-01-04 16:00:00 +0000 UTC,local,11.27,10.54,11.21,11.72,1019,,,80,4.72,,29,scattered clouds
1641315600,2022-01-04 17:00:00 +0000 UTC,local,10.75,9.94,9.79,11.72,1020,,,79,4.72,,40,scattered clouds
1641319200,2022-01-04 18:00:00 +0000 UTC,local,9.17,7.82,8.9,10.72,1021,,,89,2.53,,32,scattered clouds
1641322800,2022-01-04 19:00:00 +0000 UTC,local,9.09,7.82,8.9,10.11,1021,,,91,2.4,,51,broken clouds
1641326400,2022-01-04 20:00:00 +0000 UTC,local,9.07,7.89,8.68,9.72,1022,,,90,2.27,,84,broken clouds
1641330000,2022-01-04 21:00:00 +0000 UTC,local,9.02,7.95,8.43,10.11,1022,,,91,2.12,,88,overcast clouds
1641333600,2022-01-04 22:00:00 +0000 UTC,local,9.06,8.37,8.43,10.11,1023,,,91,1.7,0.13,90,light rain
1641337200,2022-01-04 23:00:00 +0000 UTC,local,9.06,9.06,8.43,9.72,1023,,,91,0.8,0.39,97,light rain
1641340800,2022-01-05 00:00:00 +0000 UTC,local,9.01,9.01,8.12,9.55,1023,,,92,0.61,,81,broken clouds
1641344400,2022-01-05 01:00:00 +0000 UTC,local,8.44,8.44,7.72,8.68,1023,,,93,0.22,,71,broken clouds
1641348000,2022-01-05 02:00:00 +0000 UTC,local,7.92,7.92,7.72,8.12,1022,,,93,0.71,,82,broken clouds
1641351600,2022-01-05 03:00:00 +0000 UTC,local,7.9,7.9,7.32,7.93,1023,,,94,0.94,,96,overcast clouds
1641355200,2022-01-05 04:00:00 +0000 UTC,local,7.86,7.86,6.72,8.44,1023,,,94,0.96,,98,overcast clouds
1641358800,2022-01-05 05:00:00 +0000 UTC,local,8.38,8.38,6.77,8.48,1023,,,94,0.78,,85,overcast clouds
1641362400,2022-01-05 06:00:00 +0000 UTC,local,8.4,8.4,6.45,9,1023,,,94,1,,76,broken clouds
1641366000,2022-01-05 07:00:00 +0000 UTC,local,7.89,7.89,6.45,7.93,1023,,,94,1.32,,85,overcast clouds
1641369600,2022-01-05 08:00:00 +0000 UTC,local,8.44,7.79,6.45,8.72,1022,,,94,1.57,,98,overcast clouds
1641373200,2022-01-05 09:00:00 +0000 UTC,local,8.97,8.34,7.32,9.04,1022,,,94,1.63,0.18,88,light rain
1641376800,2022-01-05 10:00:00 +0000 UTC,local,9.59,8.21,9.23,9.59,1021,,,94,2.69,0.4,84,light rain
1641380400,2022-01-05 11:00:00 +0000 UTC,local,10.19,9.75,8.99,11.72,1021,,,95,3.51,0.57,100,light rain
1641384000,2022-01-05 12:00:00 +0000 UTC,local,10.23,9.76,10.1,11.72,1020,,,94,4.4,0.79,100,light rain
1641387600,2022-01-05 13:00:00 +0000 UTC,local,11.27,10.91,10.66,11.78,1018,,,94,5.01,1.31,100,moderate rain
1641391200,2022-01-05 14:00:00 +0000 UTC,local,11.85,11.57,11.21,12.72,1017,,,95,4.87,1.01,89,moderate rain
1641394800,2022-01-05 15:00:00 +0000 UTC,local,11.81,11.5,11.22,11.82,1017,,,94,4.23,,42,scattered clouds
1641398400,2022-01-05 16:00:00 +0000 UTC,local,11.85,11.47,10.9,12.72,1018,,,91,3.99,,36,scattered clouds
1641402000,2022-01-05 17:00:00 +0000 UTC,local,10.77,10.02,10.34,11.78,1018,,,81,3.11,,29,scattered clouds
1641405600,2022-01-05 18:00:00 +0000 UTC,local,10.73,10.08,10.57,11.72,1019,,,85,2.98,,37,scattered clouds
1641409200,2022-01-05 19:00:00 +0000 UTC,local,10.16,9.42,10.01,10.72,1020,,,84,2.77,,27,scattered clouds
1641412800,2022-01-05 20:00:00 +0000 UTC,local,9.19,7.68,7.57,10.11,1020,,,85,2.78,,22,few clouds
1641416400,2022-01-05 21:00:00 +0000 UTC,local,8.97,7.69,7.57,9.55,1020,,,82,2.38,,7,sky is clear
1641420000,2022-01-05 22:00:00 +0000 UTC,local,8.45,7.4,7.01,9,1021,,,84,1.98,,16,few clouds
1641423600,2022-01-05 23:00:00 +0000 UTC,local,7.93,7.12,6.45,9,1021,,,86,1.65,,36,scattered clouds
1641427200,2022-01-06 00:00:00 +0000 UTC,local,7.33,6.21,5.72,9,1022,,,87,1.87,,3,sky is clear
1641430800,2022-01-06 01:00:00 +0000 UTC,local,7.31,5.94,5.72,9,1022,,,89,2.13,,13,few clouds
1641434400,2022-01-06 02:00:00 +0000 UTC,local,6.74,5.55,4.72,8.44,1021,,,89,1.84,,22,few clouds
1641438000,2022-01-06 03:00:00 +0000 UTC,local,6.75,6.75,5.34,6.82,1022,,,90,1.16,,43,scattered clouds
1641441600,2022-01-06 04:00:00 +0000 UTC,local,7.2,7.2,4.72,7.89,1021,,,89,1.15,,48,scattered clouds
1641445200,2022-01-06 05:00:00 +0000 UTC,local,7.19,7.19,4.45,7.37,1022,,,87,0.96,,62,broken clouds
1641448800,2022-01-06 06:00:00 +0000 UTC,local,7.64,7.64,3.9,7.93,1022,,,83,0.81,,95,overcast clouds
1641452400,2022-01-06 07:00:00 +0000 UTC,local,6.66,6.66,3.9,6.82,1023,,,89,0.91,,100,overcast clouds
1641456000,2022-01-06 08:00:00 +0000 UTC,local,5.57,5.57,3.99,6.72,1023,,,97,0.83,,100,overcast clouds
1641459600,2022-01-06 09:00:00 +0000 UTC,local,8.28,8.28,4.54,8.48,1023,,,86,0.93,,100,overcast clouds
1641463200,2022-01-06 10:00:00 +0000 UTC,local,8.94,8.33,6.68,9.04,1024,,,88,1.6,,100,overcast clouds
1641466800,2022-01-06 11:00:00 +0000 UTC,local,9.49,9.18,6.77,9.72,1025,,,85,1.4,,100,overcast clouds
1641470400,2022-01-06 12:00:00 +0000 UTC,local,11.13,10.41,8.43,11.26,1024,,,81,0.97,,100,overcast clouds
1641474000,2022-01-06 13:00:00 +0000 UTC,local,11.28,10.6,10.01,12.72,1024,,,82,0.49,,100,overcast clouds
1641477600,2022-01-06 14:00:00 +0000 UTC,local,11.26,10.66,11.12,11.78,1024,,,85,1.05,,99,overcast clouds
1641481200,2022-01-06 15:00:00 +0000 UTC,local,10.79,10.3,10.7,11.78,1024,,,91,1.8,,100,overcast clouds
1641484800,2022-01-06 16:00:00 +0000 UTC,local,10.79,10.33,10.57,11.78,1023,,,92,1.29,,99,overcast clouds
1641488400,2022-01-06 17:00:00 +0000 UTC,local,10.29,9.8,10.15,11.78,1024,,,93,1.41,,85,overcast clouds
1641492000,2022-01-06 18:00:00 +0000 UTC,local,10.17,9.67,9.79,10.67,1025,,,93,1.8,,50,scattered clouds
1641495600,2022-01-06 19:00:00 +0000 UTC,local,9.62,9.11,9.45,10.67,1025,,,94,1.6,,78,broken clouds
1641499200,2022-01-06 20:00:00 +0000 UTC,local,9.59,9.59,8.9,10.11,1025,,,94,1.32,,88,overcast clouds
1641502800,2022-01-06 21:00:00 +0000 UTC,local,9.57,9.57,8.9,9.79,1025,,,94,1.16,,87,overcast clouds
1641506400,2022-01-06 22:00:00 +0000 UTC,local,9.46,9.46,7.72,9.79,1026,,,94,0.93,,93,overcast clouds
1641510000,2022-01-06 23:00:00 +0000 UTC,local,8.99,8.99,7.88,9.79,1027,,,94,0.76,,100,overcast clouds
1641513600,2022-01-07 00:00:00 +0000 UTC,local,9.03,9.03,8.72,9.55,1027,,,94,0.76,,99,overcast clouds
1641517200,2022-01-07 01:00:00 +0000 UTC,local,9.08,9.08,8.9,9.72,1027,,,94,1.24,,100,overcast clouds
1641520800,2022-01-07 02:00:00 +0000 UTC,local,9,7.95,8.34,9.23,1027,,,94,2.09,,97,overcast clouds
1641524400,2022-01-07 03:00:00 +0000 UTC,local,9,7.49,8.34,9.23,1028,,,94,2.71,,77,broken clouds
1641528000,2022-01-07 04:00:00 +0000 UTC,local,9.02,7.35,8.72,9.23,1028,,,95,2.98,,34,scattered clouds
1641531600,2022-01-07 05:00:00 +0000 UTC,local,8.99,7.23,7.88,9.23,1028,,,95,3.12,,31,scattered clouds
1641535200,2022-01-07 06:00:00 +0000 UTC,local,8.43,6.68,7.72,9,1029,,,94,2.91,,16,few clouds
1641538800,2022-01-07 07:00:00 +0000 UTC,local,8.41,6.83,7.32,8.68,1029,,,94,2.65,,2,sky is clear
1641542400,2022-01-07 08:00:00 +0000 UTC,local,7.91,6.23,7.32,8.68,1030,,,94,2.66,,3,sky is clear
1641546000,2022-01-07 09:00:00 +0000 UTC,local,8.45,6.36,7.72,8.9,1031,,,90,3.49,,12,few clouds
1641549600,2022-01-07 10:00:00 +0000 UTC,local,11.1,10.33,8.99,11.26,1032,,,79,3.5,,12,few clouds
1641553200,2022-01-07 11:00:00 +0000 UTC,local,11.25,10.21,10.34,11.72,1032,,,68,3.21,,1,sky is clear
1641556800,2022-01-07 12:00:00 +0000 UTC,local,12.38,11.24,12.23,12.88,1032,,,60,3.41,,7,sky is clear
1641560400,2022-01-07 13:00:00 +0000 UTC,local,12.98,11.85,10.9,15.1,1032,,,58,4.14,,1,sky is clear
1641564000,2022-01-07 14:00:00 +0000 UTC,local,13.03,11.9,11.45,15.1,1031,,,58,2.94,,0,sky is clear
1641567600,2022-01-07 15:00:00 +0000 UTC,local,12.95,11.84,12.88,13.72,1031,,,59,3.52,,2,sky is clear
1641571200,2022-01-07 16:00:00 +0000 UTC,local,12.38,11.29,12.37,12.89,1031,,,62,3.2,,25,scattered clouds
1641574800,2022-01-07 17:00:00 +0000 UTC,local,11.82,10.7,11.72,12.33,1031,,,63,2.81,,36,scattered clouds
1641578400,2022-01-07 18:00:00 +0000 UTC,local,10.72,9.6,9.79,11.22,1032,,,67,2.6,,25,scattered clouds
1641582000,2022-01-07 19:00:00 +0000 UTC,local,10.08,8.95,8.68,10.15,1032,,,69,2.55,,48,scattered clouds
1641585600,2022-01-07 20:00:00 +0000 UTC,local,8.95,7.57,8.12,9.55,1033,,,83,2.52,,69,broken clouds
1641589200,2022-01-07 21:00:00 +0000 UTC,local,8.67,7.14,7.01,9,1033,,,84,2.66,,0,sky is clear
1641592800,2022-01-07 22:00:00 +0000 UTC,local,8.17,6.53,5.9,9,1033,,,87,2.67,,30,scattered clouds
1641596400,2022-01-07 23:00:00 +0000 UTC,local,7.89,6.5,5.34,8.44,1033,,,88,2.28,,1,sky is clear
1641600000,2022-01-08 00:00:00 +0000 UTC,local,7.38,6.06,4.79,9,1033,,,89,2.09,,2,sky is clear
1641603600,2022-01-08 01:00:00 +0000 UTC,local,7.74,6.62,4.23,7.93,1033,,,73,1.94,,1,sky is clear
1641607200,2022-01-08 02:00:00 +0000 UTC,local,4.7,3.33,3.68,6.22,1033,,,90,1.72,,3,sky is clear
1641610800,2022-01-08 03:00:00 +0000 UTC,local,7.11,6.09,3.12,7.37,1033,,,76,1.73,,0,sky is clear
1641614400,2022-01-08 04:00:00 +0000 UTC,local,6.55,5.17,2.57,6.82,1033,,,79,2,,19,few clouds
1641618000,2022-01-08 05:00:00 +0000 UTC,local,6.56,4.98,2.57,6.82,1032,,,79,2.22,,77,broken clouds
1641621600,2022-01-08 06:00:00 +0000 UTC,local,6.13,4.52,2.72,6.26,1032,,,79,2.17,,92,overcast clouds
1641625200,2022-01-08 07:00:00 +0000 UTC,local,5.69,3.85,2.72,5.7,1033,,,82,2.35,,99,overcast clouds
1641628800,2022-01-08 08:00:00 +0000 UTC,local,5.15,3.39,3.72,5.15,1032,,,84,2.15,,100,overcast clouds
1641632400,2022-01-08 09:00:00 +0000 UTC,local,6.76,5.41,3.34,6.82,1032,,,82,2.01,,100,overcast clouds
1641636000,2022-01-08 10:00:00 +0000 UTC,local,6.82,4.99,5.72,6.82,1033,,,82,2.59,,98,overcast clouds
1641639600,2022-01-08 11:00:00 +0000 UTC,local,7.93,6.82,6.72,7.93,1033,,,80,1.96,,96,overcast clouds
1641643200,2022-01-08 12:00:00 +0000 UTC,local,9.59,9.59,9.59,9.72,1032,,,78,0.93,,100,overcast clouds
1641646800,2022-01-08 13:00:00 +0000 UTC,local,10.55,9.67,8.34,10.7,1032,,,77,1.27,,100,overcast clouds
1641650400,2022-01-08 14:00:00 +0000 UTC,local,10.72,9.83,9.55,12.01,1032,,,76,2.5,,84,broken clouds
1641654000,2022-01-08 15:00:00 +0000 UTC,local,11.26,10.48,10.66,11.72,1030,,,78,2.38,,100,overcast clouds
1641657600,2022-01-08 16:00:00 +0000 UTC,local,10.7,9.94,10.34,11.22,1030,,,81,2.53,,98,overcast clouds
1641661200,2022-01-08 17:00:00 +0000 UTC,local,10.2,9.44,10.01,11.22,1030,,,83,1.95,,100,overcast clouds
1641664800,2022-01-08 18:00:00 +0000 UTC,local,9.67,8.99,9.59,10.72,1030,,,85,1.79,,100,overcast clouds
1641668400,2022-01-08 19:00:00 +0000 UTC,local,9.59,9.17,9.45,9.79,1030,,,87,1.51,,100,overcast clouds
1641672000,2022-01-08 20:00:00 +0000 UTC,local,10.09,9.43,8.99,10.15,1029,,,87,1.56,,79,broken clouds
1641675600,2022-01-08 21:00:00 +0000 UTC,local,9.63,8.8,8.99,10.72,1029,,,88,1.95,,100,overcast clouds
1641679200,2022-01-08 22:00:00 +0000 UTC,local,9.66,9.43,8.43,11.72,1029,,,90,1.35,,100,overcast clouds
1641682800,2022-01-08 23:00:00 +0000 UTC,local,9.66,8.83,8.43,11.72,1029,,,92,1.96,,100,overcast clouds
1641686400,2022-01-09 00:00:00 +0000 UTC,local,9.63,8.7,8.99,10.72,1029,,,93,2.08,,100,overcast clouds
1641690000,2022-01-09 01:00:00 +0000 UTC,local,10.16,9.69,8.43,11.72,1028,,,94,1.95,,100,overcast clouds
1641693600,2022-01-09 02:00:00 +0000 UTC,local,10.16,9.69,8.43,11.72,1029,,,94,1.47,0.14,100,light rain
1641697200,2022-01-09 03:00:00 +0000 UTC,local,10.67,10.25,8.43,11.72,1029,,,94,1.51,0.26,100,light rain
1641700800,2022-01-09 04:00:00 +0000 UTC,local,10.73,10.31,8.9,11.72,1028,,,94,1.77,0.39,100,light rain
1641704400,2022-01-09 05:00:00 +0000 UTC,local,10.73,10.31,9.45,11.72,1028,,,94,2.15,0.5,100,light rain
1641708000,2022-01-09 06:00:00 +0000 UTC,local,10.68,10.26,8.99,11.72,1027,,,94,2.64,0.57,100,light rain
1641711600,2022-01-09 07:00:00 +0000 UTC,local,11.27,10.91,10.01,11.72,1027,,,94,3.12,0.58,100,light rain
1641715200,2022-01-09 08:00:00 +0000 UTC,local,11.28,10.92,10.57,11.72,1027,,,94,3.45,0.66,100,light rain
1641718800,2022-01-09 09:00:00 +0000 UTC,local,11.86,11.58,11.12,12.72,1027,,,95,3.79,0.42,100,light rain
1641722400,2022-01-09 10:00:00 +0000 UTC,local,12.38,12.13,11.68,13.12,1027,,,94,3.16,0.35,100,light rain
1641726000,2022-01-09 11:00:00 +0000 UTC,local,12.86,12.66,11.21,13.68,1027,,,94,3.75,0.27,100,light rain
1641729600,2022-01-09 12:00:00 +0000 UTC,local,12.93,12.76,11.77,13.72,1027,,,95,4.2,0.29,100,light rain
1641733200,2022-01-09 13:00:00 +0000 UTC,local,12.93,12.73,11.77,13.72,1026,,,94,4.16,0.31,100,light rain
1641736800,2022-01-09 14:00:00 +0000 UTC,local,13.45,13.33,12.32,14.23,1026,,,95,4.47,0.46,100,light rain
1641740400,2022-01-09 15:00:00 +0000 UTC,local,13.45,13.33,12.32,14.23,1026,,,95,4.1,0.41,100,light rain
1641744000,2022-01-09 16:00:00 +0000 UTC,local,13.45,13.33,12.32,14.23,1026,,,95,3.65,0.24,100,light rain
1641747600,2022-01-09 17:00:00 +0000 UTC,local,13.45,13.33,12.32,14.23,1026,,,95,3.12,,100,overcast clouds
1641751200,2022-01-09 18:00:00 +0000 UTC,local,13.45,13.33,12.32,13.72,1026,,,95,2.58,0.11,100,light rain
1641754800,2022-01-09 19:00:00 +0000 UTC,local,13.45,13.33,12.32,13.72,1026,,,95,2.46,,100,overcast clouds
1641758400,2022-01-09 20:00:00 +0000 UTC,local,13.45,13.33,12.32,13.72,1027,,,95,2.56,,100,overcast clouds
1641762000,2022-01-09 21:00:00 +0000 UTC,local,13.45,13.33,12.32,13.72,1026,,,95,2.63,,100,overcast clouds
